game_id,score_diff,time_remaining_s,period,home_fouls,away_fouls,home_timeouts,away_timeouts,possession,label
0,0,2880,1,0,0,7,7,1.0,1
0,0,2848,1,0,0,7,7,0.0,1
0,0,2817,1,0,0,7,7,0.0,1
0,0,2786,1,0,0,7,7,1.0,1
0,0,2754,1,0,0,7,7,0.0,1
0,0,2723,1,0,0,7,7,1.0,1
0,0,2692,1,0,0,7,7,0.0,1
0,2,2660,1,0,0,7,7,1.0,1
0,2,2629,1,0,0,7,7,0.0,1
0,2,2598,1,0,0,7,6,1.0,1
0,2,2566,1,0,0,7,6,0.5,1
0,1,2535,1,0,0,7,6,1.0,1
0,1,2504,1,0,0,7,6,0.5,1
0,1,2473,1,0,0,7,6,0.0,1
0,1,2441,1,0,0,7,6,1.0,1
0,1,2410,1,0,0,7,6,0.0,1
0,4,2379,1,0,0,7,6,1.0,1
0,4,2347,1,0,0,7,6,0.0,1
0,3,2316,1,0,0,7,6,1.0,1
0,3,2285,1,0,0,7,6,0.0,1
0,3,2253,1,0,0,7,6,0.5,1
0,3,2222,1,0,0,7,6,0.5,1
0,3,2191,1,0,0,7,6,0.5,1
0,5,2160,2,0,0,7,6,0.0,1
0,5,2128,2,0,0,7,6,0.0,1
0,5,2097,2,0,0,7,6,0.5,1
0,5,2066,2,0,0,7,6,0.0,1
0,5,2034,2,0,0,7,6,1.0,1
0,5,2003,2,0,0,7,6,1.0,1
0,5,1972,2,0,0,7,6,0.0,1
0,5,1940,2,0,0,7,6,0.0,1
0,5,1909,2,0,0,7,6,0.0,1
0,5,1878,2,0,0,7,6,0.0,1
0,5,1846,2,0,0,7,6,1.0,1
0,5,1815,2,0,0,7,6,1.0,1
0,5,1784,2,0,0,7,6,1.0,1
0,5,1753,2,0,0,7,6,0.0,1
0,5,1721,2,0,0,7,6,1.0,1
0,5,1690,2,0,0,7,6,0.0,1
0,7,1659,2,0,0,7,6,0.0,1
0,7,1627,2,0,0,7,6,0.0,1
0,7,1596,2,0,0,7,6,1.0,1
0,7,1565,2,0,0,7,6,0.5,1
0,7,1533,2,0,0,7,6,1.0,1
0,7,1502,2,0,0,7,6,1.0,1
0,6,1471,2,0,0,7,6,1.0,1
0,6,1440,3,0,0,7,6,0.5,1
0,6,1408,3,0,0,7,6,0.0,1
0,6,1377,3,0,0,7,6,0.5,1
0,9,1346,3,0,0,7,6,0.0,1
0,9,1314,3,0,0,7,6,0.0,1
0,7,1283,3,0,0,7,6,1.0,1
0,7,1252,3,0,0,7,6,0.0,1
0,7,1220,3,0,0,7,6,0.5,1
0,10,1189,3,0,0,7,6,1.0,1
0,10,1158,3,0,0,7,6,1.0,1
0,8,1126,3,0,0,7,6,1.0,1
0,8,1095,3,0,0,7,6,0.0,1
0,8,1064,3,0,0,7,6,1.0,1
0,8,1033,3,0,0,7,6,0.0,1
0,8,1001,3,0,0,7,6,0.5,1
0,8,970,3,0,0,7,6,1.0,1
0,8,939,3,0,0,7,6,1.0,1
0,11,907,3,0,0,7,6,1.0,1
0,11,876,3,0,0,7,6,0.0,1
0,11,845,3,0,0,7,6,0.5,1
0,11,813,3,0,0,7,6,0.5,1
0,11,782,3,0,0,7,6,1.0,1
0,11,751,3,0,0,7,6,1.0,1
0,11,720,4,0,0,7,6,0.0,1
0,14,688,4,0,0,7,6,1.0,1
0,14,657,4,0,0,7,6,1.0,1
0,14,626,4,0,0,7,6,0.0,1
0,14,594,4,0,0,7,6,1.0,1
0,14,563,4,0,0,7,6,1.0,1
0,14,532,4,0,0,7,6,0.0,1
0,14,500,4,0,0,7,6,1.0,1
0,17,469,4,0,0,7,6,0.0,1
0,17,438,4,0,0,7,5,0.0,1
0,17,406,4,0,0,7,5,0.0,1
0,17,375,4,0,0,7,5,1.0,1
0,19,344,4,0,0,7,5,1.0,1
0,19,313,4,0,0,7,5,1.0,1
0,19,281,4,0,0,7,5,0.0,1
0,19,250,4,0,0,7,5,0.0,1
0,19,219,4,0,0,7,5,0.5,1
0,22,187,4,0,0,7,5,1.0,1
0,24,156,4,0,0,7,5,0.0,1
0,24,125,4,0,0,7,5,0.5,1
0,24,93,4,0,0,7,5,0.0,1
0,24,62,4,0,0,7,5,0.5,1
0,24,31,4,0,0,7,5,1.0,1
1,0,2880,1,0,0,7,7,0.5,1
1,0,2864,1,0,0,7,7,0.5,1
1,0,2849,1,0,0,7,7,0.0,1
1,3,2834,1,0,0,7,7,0.0,1
1,3,2818,1,0,1,7,7,0.0,1
1,3,2803,1,0,1,7,7,1.0,1
1,3,2788,1,0,1,7,7,0.0,1
1,3,2772,1,1,1,7,7,0.0,1
1,3,2757,1,1,1,7,7,1.0,1
1,5,2742,1,1,1,7,7,0.5,1
1,5,2726,1,1,1,7,7,0.0,1
1,5,2711,1,1,1,7,7,0.0,1
1,5,2696,1,1,1,7,7,1.0,1
1,5,2680,1,1,1,7,7,0.0,1
1,5,2665,1,1,1,7,7,0.5,1
1,5,2650,1,1,1,7,7,0.5,1
1,5,2634,1,1,1,7,7,1.0,1
1,5,2619,1,1,1,7,7,1.0,1
1,5,2604,1,1,1,7,6,0.0,1
1,5,2588,1,1,1,7,6,0.5,1
1,5,2573,1,1,1,7,6,1.0,1
1,5,2558,1,1,1,7,6,0.5,1
1,5,2542,1,1,1,7,6,1.0,1
1,5,2527,1,1,1,7,6,1.0,1
1,5,2512,1,1,1,7,6,0.5,1
1,5,2497,1,1,1,7,6,1.0,1
1,5,2481,1,2,1,7,6,1.0,1
1,5,2466,1,2,1,7,6,1.0,1
1,3,2451,1,2,1,6,6,1.0,1
1,1,2435,1,2,1,6,6,0.0,1
1,1,2420,1,2,1,6,6,0.0,1
1,1,2405,1,2,1,6,6,1.0,1
1,1,2389,1,2,1,6,6,0.0,1
1,1,2374,1,2,1,6,6,0.0,1
1,1,2359,1,2,1,6,6,0.0,1
1,1,2343,1,3,1,6,6,0.5,1
1,1,2328,1,3,1,6,6,1.0,1
1,1,2313,1,3,1,6,6,1.0,1
1,1,2297,1,3,1,6,6,0.0,1
1,1,2282,1,3,1,6,6,1.0,1
1,1,2267,1,3,1,6,6,1.0,1
1,1,2251,1,3,1,6,6,0.5,1
1,-1,2236,1,3,1,6,6,1.0,1
1,0,2221,1,3,1,6,6,0.0,1
1,1,2205,1,3,1,6,6,0.0,1
1,1,2190,1,3,1,5,6,1.0,1
1,3,2175,1,3,1,5,6,1.0,1
1,3,2160,2,3,1,5,6,1.0,1
1,3,2144,2,3,1,5,6,0.5,1
1,3,2129,2,3,1,5,6,1.0,1
1,5,2114,2,3,1,5,6,0.5,1
1,5,2098,2,3,1,4,6,1.0,1
1,5,2083,2,3,1,4,6,1.0,1
1,5,2068,2,3,1,4,6,1.0,1
1,5,2052,2,3,1,4,6,0.5,1
1,5,2037,2,3,1,4,6,0.0,1
1,5,2022,2,3,1,4,6,0.0,1
1,5,2006,2,3,1,4,6,1.0,1
1,5,1991,2,3,1,4,5,0.0,1
1,5,1976,2,3,1,4,5,1.0,1
1,5,1960,2,3,1,4,5,0.5,1
1,5,1945,2,3,1,4,5,0.5,1
1,5,1930,2,3,1,4,5,0.5,1
1,5,1914,2,3,1,4,5,1.0,1
1,5,1899,2,3,1,4,5,1.0,1
1,5,1884,2,3,1,4,5,0.0,1
1,5,1868,2,3,1,4,5,0.0,1
1,5,1853,2,3,1,4,5,1.0,1
1,5,1838,2,3,1,4,5,1.0,1
1,5,1822,2,3,1,4,5,1.0,1
1,5,1807,2,3,1,4,5,0.0,1
1,5,1792,2,3,1,4,5,0.0,1
1,5,1777,2,3,1,4,5,1.0,1
1,5,1761,2,3,1,4,5,0.0,1
1,3,1746,2,3,1,4,5,0.0,1
1,3,1731,2,3,1,4,5,0.0,1
1,3,1715,2,3,1,4,5,0.5,1
1,3,1700,2,3,1,4,5,0.0,1
1,3,1685,2,3,1,4,5,1.0,1
1,3,1669,2,3,1,4,5,0.0,1
1,3,1654,2,3,1,4,5,0.5,1
1,3,1639,2,3,1,4,5,0.5,1
1,3,1623,2,3,1,4,5,1.0,1
1,3,1608,2,3,1,4,5,1.0,1
1,1,1593,2,3,1,4,5,0.0,1
1,1,1577,2,3,1,4,5,0.5,1
